customer_id,first_name,last_name,email,phone,city,state,pincode,gender,age,segment,registration_date,last_login_date,is_verified,is_active,total_orders,total_spent
CUST00026,Rajesh,Gupta,rajesh.gupta45@gmail.com,9597645551,Kanpur,Uttar Pradesh,465761,Female,49,Premium,30-06-2024,29-11-2024,1,1,4,301757.4
CUST00027,Vijay,Mehta,vijay.mehta986@hotmail.com,9453666583,Raipur,Chhattisgarh,336064,Male,25,Premium,30-01-2022,17-03-2025,1,1,15,1893655.96
CUST00028,Rajan,Kapoor,rajan.kapoor908@yahoo.in,9454518736,Jodhpur,Rajasthan,517476,Other,28,Budget,13-06-2023,02-12-2023,1,1,2,87478.12
CUST00029,Vishal,Banerjee,vishal.banerjee13@gmail.com,9971467813,Allahabad,Uttar Pradesh,528226,Male,44,Premium,26-05-2024,05-08-2024,1,1,14,765362.42
CUST00030,Sachin,Choudhury,sachin.choudhury135@gmail.com,9958754004,Firozabad,Uttar Pradesh,165942,Male,41,Regular,04-11-2022,01-12-2022,0,1,7,284982.77
CUST00031,Sachin,Reddy,sachin.reddy509@yahoo.in,9157948332,Chennai,Tamil Nadu,463710,Female,54,Budget,15-01-2024,18-03-2024,1,1,3,116417.97
CUST00032,Manish,Srivastava,manish.srivastava58@hotmail.com,9885896253,Indore,Madhya Pradesh,483114,Male,61,Regular,16-12-2022,27-03-2025,0,0,7,580569.78
CUST00033,Akash,Desai,akash.desai753@gmail.com,9790400724,Vijayawada,Andhra Pradesh,650201,Female,52,Budget,03-03-2021,27-05-2023,0,1,5,1229860.82
CUST00034,Vijay,Pandey,vijay.pandey241@gmail.com,9446033849,Varanasi,Uttar Pradesh,736772,Male,58,Regular,28-08-2022,27-03-2025,0,1,4,97782.26
CUST00035,Akash,Walia,akash.walia490@hotmail.com,9195243242,Amritsar,Punjab,668392,Male,18,Regular,03-11-2021,11-06-2025,1,1,4,132814.9
CUST00036,Rohit,Banerjee,rohit.banerjee724@yahoo.in,9944104931,Meerut,Uttar Pradesh,239734,Male,43,Regular,17-07-2021,01-03-2023,1,1,8,354291.47
CUST00037,Pooja,Nair,pooja.nair824@yahoo.in,9762833184,Jaipur,Rajasthan,722580,Female,34,Budget,19-01-2025,03-03-2025,0,1,2,64188.92
CUST00038,Divya,Reddy,divya.reddy145@gmail.com,9355871037,Hubli,Karnataka,291219,Male,24,Budget,05-05-2025,22-05-2025,1,1,1,158276.33
CUST00039,Ishaan,Yadav,ishaan.yadav985@gmail.com,9808500930,Thane,Maharashtra,174031,Female,51,Regular,14-02-2022,16-12-2022,1,1,10,228528.71
CUST00040,Pallavi,Patel,pallavi.patel130@yahoo.in,9575201165,Agra,Uttar Pradesh,439327,Male,62,Regular,26-12-2021,27-05-2025,1,0,8,469547.38
CUST00041,Aditi,Sharma,aditi.sharma219@yahoo.in,9914291504,Ahmedabad,Gujarat,553504,Other,64,Budget,07-09-2022,12-11-2024,1,1,3,325314.72
CUST00042,Kiran,Pandey,kiran.pandey717@hotmail.com,9531439223,Amritsar,Punjab,413249,Female,19,New,20-10-2022,25-05-2025,1,1,9,630844.6
CUST00043,Rajan,Gupta,rajan.gupta516@yahoo.in,9408876810,Bhopal,Madhya Pradesh,188934,Female,20,Regular,27-03-2022,20-11-2024,1,1,5,397741.17
CUST00044,Mohit,Verma,mohit.verma801@hotmail.com,9559591173,Allahabad,Uttar Pradesh,575469,Male,41,Budget,07-05-2025,12-06-2025,0,1,2,110420.33
CUST00045,Nandini,Gupta,nandini.gupta521@yahoo.in,9952400997,Mumbai,Maharashtra,523142,Female,34,Regular,01-10-2022,26-05-2025,1,1,4,163060.75
CUST00046,Pooja,Saxena,pooja.saxena536@hotmail.com,9850527086,Vadodara,Gujarat,698456,Female,65,Regular,07-10-2023,17-05-2025,1,0,8,266817.34
CUST00047,Meera,Saxena,meera.saxena604@hotmail.com,9973883682,Chennai,Tamil Nadu,428815,Male,36,New,26-04-2023,28-12-2024,1,1,3,474240.24
CUST00048,Jyoti,Roy,jyoti.roy228@yahoo.in,9509102099,Srinagar,Jammu & Kashmir,206356,Male,28,Regular,12-03-2021,22-03-2025,1,0,5,486361.21
CUST00049,Amit,Kulkarni,amit.kulkarni296@gmail.com,9464464740,Kota,Rajasthan,339052,Male,18,New,23-01-2021,26-12-2024,1,1,2,251203.43
CUST00050,Tarun,Mishra,tarun.mishra721@hotmail.com,9422306387,Solapur,Maharashtra,281010,Female,58,Premium,24-07-2021,20-06-2022,1,1,9,707851.74
CUST00051,Shreya,Kumar,shreya.kumar145@yahoo.in,9583453574,Solapur,Maharashtra,651403,Female,59,New,26-10-2024,26-02-2025,1,0,4,928537.3
CUST00052,Amit,Khanna,amit.khanna749@gmail.com,9876676811,Firozabad,Uttar Pradesh,367825,Female,41,Regular,20-08-2022,18-11-2024,1,1,6,874013.02
CUST00053,Pallavi,Iyer,pallavi.iyer528@gmail.com,9576551084,Coimbatore,Tamil Nadu,753820,Male,42,Regular,13-09-2024,21-12-2024,1,1,5,851247.0
CUST00054,Omkar,Ghosh,omkar.ghosh860@gmail.com,9716252737,Madurai,Tamil Nadu,247543,Male,42,Regular,10-09-2022,25-10-2023,1,1,5,423709.84
CUST00055,Geeta,Ghosh,geeta.ghosh512@hotmail.com,9527990502,Agra,Uttar Pradesh,438138,Male,40,Budget,04-10-2022,31-03-2025,1,0,2,329538.41
CUST00056,Sanjay,Roy,sanjay.roy537@gmail.com,9659440441,Visakhapatnam,Andhra Pradesh,535080,Female,26,Regular,08-07-2020,24-02-2022,1,1,3,14286.08
CUST00057,Meera,Desai,meera.desai310@gmail.com,9926609653,Faridabad,Haryana,637177,Female,48,Premium,17-06-2021,13-02-2023,1,1,3,106440.61
CUST00058,Sneha,Das,sneha.das795@gmail.com,9441747769,Nagpur,Maharashtra,592780,Female,64,New,13-11-2022,17-01-2023,0,1,3,58045.84
CUST00059,Rakesh,Bajaj,rakesh.bajaj218@gmail.com,9541535783,Bengaluru,Karnataka,163714,Male,62,Regular,24-12-2021,06-11-2023,1,1,9,336045.02
CUST00060,Aditi,Saxena,aditi.saxena218@gmail.com,9721037678,Thane,Maharashtra,112704,Female,45,Budget,14-01-2022,30-05-2022,1,1,4,395791.75
CUST00061,Rakesh,Banerjee,rakesh.banerjee569@gmail.com,9325211893,Gwalior,Madhya Pradesh,480191,Male,35,Premium,03-01-2022,16-12-2024,1,1,6,118651.11
CUST00062,Rahul,Sethi,rahul.sethi307@hotmail.com,9115204964,Indore,Madhya Pradesh,700872,Male,58,Budget,10-09-2024,03-01-2025,1,0,2,360831.72
CUST00063,Nandini,Choudhury,nandini.choudhury443@gmail.com,9870116692,Vijayawada,Andhra Pradesh,746962,Male,27,Budget,24-09-2020,18-05-2024,1,1,2,58894.37
CUST00064,Vikram,Sethi,vikram.sethi862@yahoo.in,9435199547,Howrah,West Bengal,261024,Male,24,Premium,26-05-2023,24-12-2024,1,1,10,789350.27
CUST00065,Rohit,Sen,rohit.sen317@gmail.com,9556727595,Coimbatore,Tamil Nadu,380289,Other,61,Regular,12-07-2022,17-06-2025,1,1,7,613106.59
CUST00066,Geeta,Mehta,geeta.mehta895@gmail.com,9652228587,Moradabad,Uttar Pradesh,389882,Male,44,New,10-04-2022,02-03-2023,1,1,0,0.0
CUST00067,Aditi,Bhatia,aditi.bhatia734@yahoo.in,9593112299,Aurangabad,Maharashtra,540391,Female,36,Budget,12-07-2024,02-04-2025,1,1,2,356640.85
CUST00068,Aarav,Khanna,aarav.khanna673@hotmail.com,9192826879,Solapur,Maharashtra,489577,Male,51,Regular,17-03-2025,22-06-2025,1,1,3,44787.26
CUST00069,Deepak,Khanna,deepak.khanna320@gmail.com,9689225883,Mysuru,Karnataka,722560,Female,44,New,31-01-2025,11-03-2025,1,1,5,139340.98
CUST00070,Sanjay,Joshi,sanjay.joshi156@yahoo.in,9829403184,Kota,Rajasthan,701053,Male,63,Regular,19-04-2023,09-06-2025,1,1,4,171600.84
CUST00071,Suresh,Choudhury,suresh.choudhury566@gmail.com,9600380279,Hubli,Karnataka,568323,Female,63,Budget,15-10-2020,31-03-2022,1,1,1,69551.35
CUST00072,Pooja,Tiwari,pooja.tiwari640@hotmail.com,9904175683,Agra,Uttar Pradesh,320338,Male,22,Budget,29-11-2020,22-11-2022,1,1,5,137846.29
CUST00073,Vijay,Rao,vijay.rao400@gmail.com,9987742068,Jabalpur,Madhya Pradesh,676641,Male,34,Regular,22-11-2023,08-06-2025,1,1,3,460312.79
CUST00074,Aditi,Jain,aditi.jain608@gmail.com,9216795399,Surat,Gujarat,289170,Male,58,Regular,03-12-2020,02-05-2025,1,1,5,518151.92
CUST00075,Ananya,Tripathi,ananya.tripathi951@gmail.com,9947302155,Bareilly,Uttar Pradesh,666252,Female,42,New,18-07-2023,19-05-2025,1,1,4,195986.91
CUST00076,Ankita,Banerjee,ankita.banerjee779@hotmail.com,9227154328,Delhi,Delhi,149362,Male,26,Premium,24-09-2022,07-05-2023,1,1,5,635775.9
CUST00077,Tanvi,Saxena,tanvi.saxena724@gmail.com,9568858911,Rajkot,Gujarat,793478,Male,47,New,25-09-2021,28-12-2021,1,1,2,118039.99
CUST00078,Sandeep,Mukherjee,sandeep.mukherjee748@hotmail.com,9305094266,Agra,Uttar Pradesh,454753,Male,46,Budget,24-04-2025,25-04-2025,1,1,1,29497.86
CUST00079,Nandini,Kulkarni,nandini.kulkarni338@gmail.com,9145857458,Lucknow,Uttar Pradesh,433753,Male,20,New,13-09-2021,15-09-2023,1,1,5,343891.64
CUST00080,Bhavna,Bhatia,bhavna.bhatia287@gmail.com,9434126591,Jodhpur,Rajasthan,485503,Other,52,Regular,05-01-2022,10-03-2023,1,1,7,396332.14
CUST00081,Akash,Patil,akash.patil233@hotmail.com,9152849110,Navi Mumbai,Maharashtra,308092,Male,46,New,19-01-2021,09-09-2021,1,1,4,389672.14
CUST00082,Suresh,Saxena,suresh.saxena449@yahoo.in,9579327678,Mysuru,Karnataka,663847,Male,27,Premium,08-09-2020,28-12-2021,1,1,7,686958.05
CUST00083,Rohit,Mukherjee,rohit.mukherjee830@gmail.com,9917420930,Faridabad,Haryana,343167,Female,45,Regular,15-10-2022,28-10-2024,1,1,8,726695.77
CUST00084,Aryan,Bajaj,aryan.bajaj678@gmail.com,9227802344,Indore,Madhya Pradesh,472314,Female,49,Regular,14-09-2021,04-10-2023,0,1,6,158204.5
CUST00085,Ashish,Agarwal,ashish.agarwal403@hotmail.com,9323743428,Hubli,Karnataka,139579,Male,23,Budget,15-10-2021,24-08-2023,0,1,6,193166.13
CUST00086,Divya,Reddy,divya.reddy876@yahoo.in,9690547490,Kota,Rajasthan,463813,Female,34,Regular,28-02-2022,04-03-2025,1,1,3,13574.03
CUST00087,Tarun,Pandey,tarun.pandey483@yahoo.in,9880777200,Amritsar,Punjab,228274,Male,58,Regular,07-12-2024,03-05-2025,1,1,7,471426.51
CUST00088,Shreya,Iyer,shreya.iyer66@gmail.com,9461496783,Raipur,Chhattisgarh,113765,Female,28,Budget,24-11-2023,10-02-2024,1,1,2,16575.58
CUST00089,Ankita,Pillai,ankita.pillai782@gmail.com,9393622660,Chennai,Tamil Nadu,602805,Male,21,New,12-01-2021,27-12-2024,1,1,5,110786.65
CUST00090,Lakshmi,Ghosh,lakshmi.ghosh830@yahoo.in,9534938557,Allahabad,Uttar Pradesh,402635,Female,33,Regular,09-08-2024,20-11-2024,1,0,4,220683.28
CUST00091,Rahul,Bhatia,rahul.bhatia394@yahoo.in,9698965667,Raipur,Chhattisgarh,297769,Male,46,Premium,19-07-2024,12-03-2025,1,0,9,364942.51
CUST00092,Rohit,Kumar,rohit.kumar938@gmail.com,9286719491,Srinagar,Jammu & Kashmir,133629,Male,26,Premium,27-03-2022,26-12-2022,0,1,11,414642.49
CUST00093,Suresh,Gupta,suresh.gupta996@gmail.com,9336982555,Vijayawada,Andhra Pradesh,541425,Male,57,Premium,25-08-2021,28-09-2021,0,1,6,96901.99
CUST00094,Deepak,Choudhury,deepak.choudhury281@gmail.com,9762263984,Agra,Uttar Pradesh,272180,Male,40,Regular,16-01-2025,02-02-2025,0,0,9,514867.97
CUST00095,Rakesh,Rao,rakesh.rao54@gmail.com,9512027060,Aurangabad,Maharashtra,358298,Male,26,Premium,05-01-2025,12-04-2025,1,1,5,71415.07
CUST00096,Harish,Patil,harish.patil365@gmail.com,9269598298,Faridabad,Haryana,770416,Male,61,Regular,30-11-2023,22-02-2025,0,1,9,937595.64
CUST00097,Vikram,Gupta,vikram.gupta3@hotmail.com,9459190863,Ludhiana,Punjab,459949,Male,64,Premium,16-04-2025,13-05-2025,1,1,8,491190.06
CUST00098,Rajesh,Chaudhary,rajesh.chaudhary587@gmail.com,9603393775,Jabalpur,Madhya Pradesh,352916,Female,22,Premium,21-06-2023,06-03-2024,1,1,11,895829.61
CUST00099,Raj,Jain,raj.jain367@gmail.com,9379939915,Kolkata,West Bengal,716940,Male,51,Regular,25-09-2023,15-01-2025,1,1,8,569395.53
CUST00100,Aarav,Pillai,aarav.pillai452@gmail.com,9567557361,Solapur,Maharashtra,545567,Male,30,Premium,14-04-2022,30-07-2022,1,1,12,1154137.68
CUST00101,Anjali,Arora,anjali.arora320@gmail.com,9190524737,Hyderabad,Telangana,440338,Male,22,Budget,04-03-2023,15-11-2023,1,1,2,25300.44
CUST00102,Anjali,Sharma,anjali.sharma468@gmail.com,9760500967,Raipur,Chhattisgarh,525081,Female,38,Regular,22-07-2023,27-09-2024,1,1,4,180426.58
CUST00103,Ravi,Patil,ravi.patil885@gmail.com,9720822542,Hyderabad,Telangana,788438,Male,64,Regular,05-03-2025,14-03-2025,1,1,6,96441.48
CUST00104,Rajesh,Gupta,rajesh.gupta982@gmail.com,9459961881,Mumbai,Maharashtra,778462,Female,39,Premium,28-07-2021,21-06-2025,1,1,12,793599.15
CUST00105,Neha,Bhatia,neha.bhatia414@gmail.com,9139372167,Lucknow,Uttar Pradesh,208104,Male,34,Premium,06-02-2022,23-11-2023,1,1,5,465214.66
CUST00106,Rohit,Nair,rohit.nair132@gmail.com,9246705427,Varanasi,Uttar Pradesh,391373,Male,38,Regular,17-08-2024,14-12-2024,1,1,9,433049.27
CUST00107,Rajan,Mehta,rajan.mehta629@hotmail.com,9222268903,Meerut,Uttar Pradesh,317825,Male,37,Budget,05-01-2021,10-03-2022,1,1,3,667406.54
CUST00108,Raj,Yadav,raj.yadav250@yahoo.in,9993786805,Kanpur,Uttar Pradesh,531720,Female,39,Regular,18-02-2021,03-11-2021,1,1,3,46032.81
CUST00109,Lakshmi,Rao,lakshmi.rao271@gmail.com,9561760990,Mysuru,Karnataka,550257,Male,29,Budget,17-11-2022,19-12-2024,1,0,5,57624.91
CUST00110,Rohit,Sethi,rohit.sethi927@yahoo.in,9810678587,Bhopal,Madhya Pradesh,700675,Female,58,Regular,27-03-2024,27-09-2024,1,1,8,275105.21
CUST00111,Nandini,Walia,nandini.walia983@gmail.com,9974105436,Varanasi,Uttar Pradesh,448667,Female,22,Premium,03-05-2024,16-09-2024,0,0,6,346185.43
CUST00112,Kartik,Nair,kartik.nair939@gmail.com,9422279646,Meerut,Uttar Pradesh,210337,Male,41,New,06-05-2023,16-12-2023,1,1,6,754697.35
CUST00113,Neha,Ghosh,neha.ghosh737@gmail.com,9350531071,Lucknow,Uttar Pradesh,454485,Male,55,Budget,30-12-2021,13-04-2024,1,1,6,302049.97
CUST00114,Rakesh,Malhotra,rakesh.malhotra899@hotmail.com,9516888067,Jabalpur,Madhya Pradesh,617843,Female,27,Budget,05-05-2021,04-01-2023,1,1,3,196532.51
CUST00115,Pallavi,Patil,pallavi.patil641@gmail.com,9341168373,Amritsar,Punjab,439719,Male,60,Budget,28-10-2022,17-08-2023,1,1,5,383682.12
CUST00116,Ashish,Dwivedi,ashish.dwivedi749@gmail.com,9417865266,Bhopal,Madhya Pradesh,692976,Male,58,Premium,17-11-2024,16-01-2025,1,1,4,163072.24
CUST00117,Amit,Das,amit.das970@gmail.com,9208991359,Guwahati,Assam,512773,Female,50,Premium,21-04-2025,01-06-2025,1,1,8,851163.02
CUST00118,Shreya,Pandey,shreya.pandey708@gmail.com,9991310560,Delhi,Delhi,104264,Female,35,Regular,10-08-2022,24-12-2024,0,1,11,509084.72
CUST00119,Rajan,Arora,rajan.arora126@yahoo.in,9310946580,Jaipur,Rajasthan,720917,Female,46,Regular,23-08-2021,13-11-2023,1,1,8,885489.83
CUST00120,Vijay,Choudhury,vijay.choudhury353@yahoo.in,9976113956,Bareilly,Uttar Pradesh,300545,Female,47,Regular,15-03-2025,02-04-2025,1,1,9,378968.91
CUST00121,Sheetal,Rao,sheetal.rao518@yahoo.in,9817012115,Raipur,Chhattisgarh,215172,Male,44,Premium,11-09-2022,31-08-2024,1,1,12,405540.1
CUST00122,Ravi,Ghosh,ravi.ghosh911@gmail.com,9334559782,Madurai,Tamil Nadu,444600,Male,25,Inactive,15-08-2020,21-10-2020,1,1,0,0.0
CUST00123,Varun,Verma,varun.verma582@hotmail.com,9136386265,Mysuru,Karnataka,185253,Male,32,Premium,30-10-2024,08-01-2025,1,1,8,210129.28
CUST00124,Ashish,Pandey,ashish.pandey103@gmail.com,9986400277,Navi Mumbai,Maharashtra,690717,Female,62,Inactive,05-01-2022,02-07-2023,1,1,0,0.0
CUST00125,Shreya,Saxena,shreya.saxena558@gmail.com,9529987108,Aurangabad,Maharashtra,110928,Other,55,Regular,22-11-2020,25-07-2024,1,1,3,286374.04
CUST00126,Akash,Rao,akash.rao543@gmail.com,9547996349,Delhi,Delhi,537249,Female,43,Budget,20-05-2021,07-06-2024,0,1,5,113365.09
CUST00127,Aditya,Nair,aditya.nair514@hotmail.com,9424660244,Jodhpur,Rajasthan,680404,Male,27,Regular,28-02-2021,30-06-2021,1,1,5,519713.8
CUST00128,Sanjay,Dwivedi,sanjay.dwivedi962@yahoo.in,9683627205,Solapur,Maharashtra,500721,Male,38,Inactive,06-01-2021,07-06-2025,0,0,0,0.0
CUST00129,Arjun,Pandey,arjun.pandey597@hotmail.com,9977154054,Allahabad,Uttar Pradesh,117011,Other,37,New,12-11-2024,11-03-2025,1,0,6,283099.98
CUST00130,Tanvi,Patil,tanvi.patil861@gmail.com,9778605820,Howrah,West Bengal,413601,Male,49,Premium,29-12-2020,25-11-2024,0,1,10,556878.78
CUST00131,Sanjay,Mukherjee,sanjay.mukherjee439@gmail.com,9177038394,Aurangabad,Maharashtra,350444,Female,23,Regular,12-08-2022,28-10-2022,1,0,8,413018.09
CUST00132,Rajan,Joshi,rajan.joshi657@gmail.com,9474039143,Guwahati,Assam,397752,Female,22,Budget,31-01-2022,01-06-2023,1,1,3,55160.8
CUST00133,Vikram,Kulkarni,vikram.kulkarni69@gmail.com,9371947554,Srinagar,Jammu & Kashmir,461123,Male,38,Regular,10-03-2024,08-06-2024,1,0,10,227302.68
CUST00134,Aryan,Choudhury,aryan.choudhury67@yahoo.in,9682830807,Mumbai,Maharashtra,726220,Female,35,Regular,17-03-2023,01-09-2024,0,1,5,372415.1
CUST00135,Neha,Mukherjee,neha.mukherjee32@gmail.com,9734417214,Jodhpur,Rajasthan,759206,Female,39,Budget,31-10-2023,16-01-2025,0,0,2,21889.11
CUST00136,Raj,Chopra,raj.chopra189@gmail.com,9877830352,Indore,Madhya Pradesh,190620,Male,42,Budget,20-02-2022,27-05-2024,1,1,4,97517.45
CUST00137,Meera,Khanna,meera.khanna44@gmail.com,9802129979,Delhi,Delhi,387786,Male,32,New,24-02-2023,01-03-2023,1,0,5,145609.91
CUST00138,Meera,Gupta,meera.gupta828@gmail.com,9105527740,Kanpur,Uttar Pradesh,103597,Female,44,Budget,08-05-2023,30-06-2024,1,1,1,31980.53
CUST00139,Anjali,Banerjee,anjali.banerjee418@gmail.com,9638483880,Moradabad,Uttar Pradesh,216728,Male,60,Premium,08-04-2021,04-03-2022,1,1,11,807279.33
CUST00140,Tanvi,Agarwal,tanvi.agarwal335@hotmail.com,9484309225,Kanpur,Uttar Pradesh,735432,Female,37,Regular,26-06-2023,28-07-2023,1,1,10,474109.0
CUST00141,Mohit,Ghosh,mohit.ghosh912@hotmail.com,9364435446,Jabalpur,Madhya Pradesh,463886,Female,38,Budget,16-02-2021,20-03-2022,0,0,2,175041.96
CUST00142,Jyoti,Patil,jyoti.patil952@gmail.com,9226336657,Lucknow,Uttar Pradesh,770623,Female,60,Regular,19-03-2021,25-03-2023,0,1,9,625592.34
CUST00143,Sneha,Nair,sneha.nair75@gmail.com,9422232001,Amritsar,Punjab,207297,Female,63,Premium,05-07-2023,06-06-2024,1,1,11,880361.47
CUST00144,Aryan,Sethi,aryan.sethi295@gmail.com,9540223841,Moradabad,Uttar Pradesh,576192,Male,58,Regular,05-01-2021,26-09-2021,1,1,8,398278.57
CUST00145,Tanvi,Bajaj,tanvi.bajaj353@gmail.com,9700485168,Chandigarh,Chandigarh,773684,Female,19,Regular,22-08-2022,30-11-2023,1,1,2,67461.95
CUST00146,Anjali,Reddy,anjali.reddy736@gmail.com,9357215696,Surat,Gujarat,522049,Female,18,New,16-12-2023,07-11-2024,1,1,8,672367.34
CUST00147,Kartik,Chopra,kartik.chopra22@gmail.com,9398776562,Allahabad,Uttar Pradesh,295635,Female,65,Budget,12-03-2022,14-03-2022,0,1,1,3668.5
CUST00148,Chetan,Rao,chetan.rao821@gmail.com,9115862045,Hyderabad,Telangana,495588,Male,21,Regular,03-05-2021,08-07-2023,1,1,5,665763.58
CUST00149,Mohit,Chopra,mohit.chopra326@gmail.com,9544931228,Moradabad,Uttar Pradesh,197762,Female,44,Regular,20-09-2020,10-06-2024,1,0,4,474431.93
CUST00150,Aryan,Kapoor,aryan.kapoor200@gmail.com,9527852041,Hyderabad,Telangana,745886,Female,58,Regular,04-08-2020,12-01-2024,1,1,3,105450.61
CUST00151,Pallavi,Yadav,pallavi.yadav289@yahoo.in,9251224299,Allahabad,Uttar Pradesh,362702,Male,37,Regular,23-05-2025,08-06-2025,1,1,7,1041153.83
CUST00152,Aryan,Rao,aryan.rao965@hotmail.com,9451788060,Hubli,Karnataka,660544,Male,47,Premium,02-05-2022,01-12-2023,1,1,11,523345.63
CUST00153,Varun,Khanna,varun.khanna464@gmail.com,9919145719,Allahabad,Uttar Pradesh,323236,Male,27,Premium,13-01-2022,07-12-2023,1,1,7,267666.6
CUST00154,Omkar,Patel,omkar.patel397@gmail.com,9400147499,Thane,Maharashtra,121239,Female,26,Regular,30-06-2023,10-03-2025,1,0,3,73594.38
CUST00155,Vikram,Patel,vikram.patel975@gmail.com,9249072469,Madurai,Tamil Nadu,237386,Male,23,Regular,13-01-2021,28-04-2023,0,1,5,143165.71
CUST00156,Rahul,Jain,rahul.jain619@gmail.com,9995729198,Ahmedabad,Gujarat,105194,Male,26,Regular,19-06-2021,15-06-2023,1,1,8,1189690.5
CUST00157,Shweta,Gupta,shweta.gupta190@gmail.com,9548809963,Lucknow,Uttar Pradesh,199845,Female,21,Regular,07-11-2024,05-12-2024,1,1,4,106883.58
CUST00158,Kunal,Banerjee,kunal.banerjee3@gmail.com,9123277529,Madurai,Tamil Nadu,292735,Female,59,Budget,14-12-2020,14-11-2022,1,1,3,1013148.16
